accident_id,latitude,longitude,date,time,weather,road_type,lighting,traffic_density,vehicle_type,speed_kmh,speed_limit_kmh,severity
ACC00051,28.0,77.09805883570345,2026-03-29,10:55:22,cloudy,urban,night_lit,moderate,car,63.7,39,moderate
ACC00052,28.0,77.15769641097305,2022-08-03,09:33:26,fog,rural,daylight,low,car,81.7,73,moderate
ACC00053,28.0,77.12818548014103,2024-06-10,12:14:03,cloudy,rural,daylight,heavy,bus,64.1,65,minor
ACC00054,28.0,77.19888136703754,2023-04-20,20:45:51,storm,urban,night_lit,moderate,motorcycle,45.2,48,severe
ACC00055,28.0,77.37989703461814,2024-01-10,07:56:24,rain,urban,daylight,moderate,auto,31.8,42,moderate
ACC00056,28.0,77.24355728511681,2023-12-28,10:03:21,clear,urban,night_unlit,heavy,truck,70.3,60,severe
ACC00057,28.0,77.1962047744442,2023-05-28,08:12:08,clear,expressway,daylight,moderate,truck,67.9,95,moderate
ACC00058,28.0,77.06465193707612,2022-01-30,12:08:59,clear,urban,daylight,moderate,car,32.4,45,moderate
ACC00059,28.0,76.96879755829434,2022-05-02,07:04:51,rain,highway,night_lit,moderate,car,97.2,70,minor
ACC00060,28.0,77.147053813639,2024-05-07,18:44:28,clear,rural,dusk_dawn,moderate,auto,43.8,77,severe
ACC00061,28.0,77.21193261737726,2023-01-04,07:11:20,rain,urban,daylight,heavy,motorcycle,63.5,44,moderate
ACC00062,28.0,77.48518948703698,2023-06-21,17:23:28,cloudy,urban,night_lit,heavy,auto,61.3,59,minor
ACC00063,28.0,77.23954117822093,2022-05-29,09:48:57,rain,urban,daylight,low,car,68.1,35,minor
ACC00064,28.0,77.36741092665346,2022-03-23,13:36:13,rain,highway,daylight,moderate,motorcycle,87.6,60,minor
ACC00065,28.0,77.14510566021913,2022-07-28,08:40:41,clear,urban,night_lit,moderate,motorcycle,46.7,38,severe
ACC00066,28.0,77.04225843503744,2023-09-12,17:05:54,clear,highway,dusk_dawn,low,car,104.0,94,moderate
ACC00067,28.0,77.07523248566514,2022-09-26,21:58:45,cloudy,rural,night_unlit,heavy,motorcycle,120.0,56,moderate
ACC00068,28.0,77.11121609031963,2023-01-16,08:04:52,rain,urban,night_lit,moderate,bus,75.7,36,severe
ACC00069,28.0,77.53927045986528,2023-05-11,21:42:56,rain,rural,night_unlit,low,motorcycle,139.1,48,fatal
ACC00070,28.0,77.09679199811634,2023-04-24,10:38:03,cloudy,highway,daylight,moderate,motorcycle,127.4,85,moderate
ACC00071,28.0,77.34577338056044,2022-01-19,15:24:14,rain,expressway,night_unlit,moderate,truck,83.1,85,severe
ACC00072,28.0,77.08456092328694,2022-07-12,17:50:08,cloudy,urban,daylight,heavy,truck,27.3,51,severe
ACC00073,28.0,77.35973595193114,2026-04-10,08:53:34,clear,urban,night_unlit,low,truck,52.2,51,moderate
ACC00074,28.0,77.27774264491588,2025-01-01,13:04:24,heavy_rain,expressway,night_lit,low,motorcycle,60.8,96,moderate
ACC00075,28.0,77.19650431535129,2022-07-23,06:57:02,cloudy,urban,night_lit,low,motorcycle,62.4,51,minor
ACC00076,28.0,77.21388562107968,2023-04-11,17:14:33,rain,expressway,dusk_dawn,moderate,motorcycle,113.7,95,moderate
ACC00077,28.0,77.12178184568559,2023-09-22,12:47:06,clear,urban,daylight,heavy,auto,71.9,58,minor
ACC00078,28.0,77.28691083022231,2026-01-27,20:49:24,cloudy,highway,daylight,moderate,bus,105.0,98,minor
ACC00079,28.0,77.15175247794888,2025-12-15,09:33:21,clear,urban,night_lit,low,motorcycle,58.9,30,moderate
ACC00080,28.0,77.03615913543491,2025-06-19,21:51:53,cloudy,rural,night_unlit,moderate,car,51.0,79,minor
ACC00081,28.0,77.02830936385206,2022-06-24,07:49:40,clear,urban,dusk_dawn,moderate,bus,59.7,37,minor
ACC00082,28.0,77.24588818765832,2024-03-16,16:31:37,rain,rural,dusk_dawn,heavy,car,103.1,60,fatal
ACC00083,28.0,77.45686368846157,2024-03-05,10:10:49,clear,highway,daylight,low,car,101.2,91,minor
ACC00084,28.0,77.24399874203601,2024-11-12,08:26:10,clear,urban,daylight,heavy,motorcycle,77.7,42,severe
ACC00085,28.0,77.20220425108351,2025-10-19,06:54:15,clear,rural,dusk_dawn,moderate,truck,21.5,68,severe
ACC00086,28.0,77.26287392094038,2023-06-12,17:12:45,cloudy,expressway,daylight,moderate,car,122.7,97,minor
ACC00087,19.265900261256025,72.99419822651956,2024-07-03,09:59:44,cloudy,highway,daylight,moderate,car,128.0,75,minor
ACC00088,19.10290737520458,72.8255143569698,2023-03-10,15:10:01,rain,highway,daylight,low,truck,71.6,79,moderate
ACC00089,19.00836091537494,72.87998187237889,2022-12-12,22:39:13,rain,highway,night_lit,low,truck,126.6,75,minor
ACC00090,19.235943306508982,72.76538642650496,2023-05-30,10:38:13,cloudy,highway,night_unlit,heavy,car,103.3,62,severe
ACC00091,19.134313465769242,73.01843759018924,2025-04-22,03:11:00,cloudy,rural,daylight,moderate,car,97.5,75,minor
ACC00092,19.300363398799398,72.69325445653277,2023-12-20,07:28:39,clear,urban,dusk_dawn,moderate,truck,44.7,36,minor
ACC00093,19.097485165583286,72.98735255136265,2025-01-23,07:08:03,cloudy,highway,dusk_dawn,moderate,car,129.7,68,moderate
ACC00094,18.886329645241926,72.84140234137423,2025-02-08,13:21:50,heavy_rain,rural,night_lit,low,car,106.9,46,minor
ACC00095,18.864776120113152,73.0456870640201,2023-08-18,18:57:35,cloudy,rural,dusk_dawn,moderate,auto,22.9,73,minor
ACC00096,19.317639189834686,72.9826303483097,2026-04-18,10:03:45,fog,urban,night_lit,moderate,motorcycle,52.0,31,moderate
ACC00097,19.328549858117494,73.14309692364702,2022-03-18,07:52:29,clear,expressway,dusk_dawn,low,motorcycle,105.4,98,moderate
ACC00098,19.04307211800761,72.9796162036708,2026-01-12,16:40:58,rain,urban,night_lit,heavy,motorcycle,60.4,37,severe
ACC00099,19.0125219018296,72.63419396165202,2022-01-13,10:44:16,rain,highway,daylight,low,truck,131.5,71,moderate
ACC00100,19.28921664383633,72.85995702406528,2023-09-20,15:16:33,rain,rural,night_lit,moderate,motorcycle,36.3,68,severe
ACC00101,18.90394314769348,72.69419892111078,2025-09-17,21:56:00,rain,highway,night_unlit,moderate,truck,126.6,96,fatal
ACC00102,18.935790947156626,72.79225802364506,2025-01-28,09:15:49,clear,expressway,dusk_dawn,heavy,truck,86.1,82,fatal
ACC00103,19.166499019203357,73.09668426499151,2023-06-12,14:30:34,rain,urban,night_lit,heavy,car,36.1,34,minor
ACC00104,19.010809231571063,72.96563007163466,2025-12-25,18:02:10,cloudy,expressway,dusk_dawn,moderate,motorcycle,111.5,93,moderate
ACC00105,19.06923171999199,72.7651604357132,2022-08-15,17:53:49,cloudy,highway,night_lit,moderate,car,105.4,67,severe
ACC00106,19.045483565221325,72.71794239503394,2025-01-06,18:42:59,clear,urban,dusk_dawn,heavy,truck,43.2,59,severe
ACC00107,19.120636182319842,72.87491731393145,2024-05-01,18:09:04,clear,rural,dusk_dawn,moderate,truck,92.8,76,severe
ACC00108,19.281122279197056,72.68751597759284,2022-12-07,15:39:50,heavy_rain,rural,daylight,low,truck,135.0,48,moderate
ACC00109,19.083587736035263,72.76932895839052,2026-02-21,15:10:44,clear,rural,daylight,heavy,motorcycle,73.8,79,moderate
ACC00110,19.16659081899153,72.9168014207327,2025-06-10,17:26:21,clear,highway,dusk_dawn,moderate,motorcycle,102.8,61,minor
ACC00111,18.762474184845345,73.043296805416,2022-01-14,17:30:38,clear,urban,night_lit,low,truck,61.3,32,minor
ACC00112,19.062692239710483,72.96131422083367,2022-05-23,17:55:47,cloudy,urban,night_lit,heavy,car,43.7,36,moderate
ACC00113,18.94351545945607,72.52630657371029,2022-04-03,11:19:28,rain,highway,night_lit,heavy,auto,68.8,85,minor
ACC00114,18.887178040936455,72.91565500935454,2023-11-14,19:00:39,fog,urban,night_lit,low,motorcycle,74.5,37,minor
ACC00115,18.938277144960686,72.88080503598489,2023-11-16,09:25:02,cloudy,rural,daylight,moderate,motorcycle,131.2,45,minor
ACC00116,19.019881483894878,72.93208354280591,2025-04-03,07:55:55,clear,urban,dusk_dawn,low,truck,54.1,52,severe
ACC00117,19.2073853813534,73.11243145224769,2025-01-14,11:47:55,clear,highway,night_unlit,heavy,truck,61.9,72,severe
ACC00118,18.871041092339066,72.56051425847929,2022-01-25,09:03:12,clear,rural,daylight,heavy,motorcycle,33.7,51,moderate
ACC00119,19.074594723889163,72.78133448622134,2024-02-21,17:03:28,cloudy,expressway,daylight,heavy,motorcycle,87.4,89,severe
ACC00120,18.997374584999964,72.958635948419,2025-07-12,09:45:14,storm,urban,night_lit,low,motorcycle,61.7,51,severe
ACC00121,19.020849035845707,72.63276084008191,2026-01-13,17:43:23,clear,rural,daylight,low,motorcycle,84.0,61,minor
ACC00122,19.22041367379569,73.09139235720804,2023-04-25,14:33:16,clear,rural,dusk_dawn,moderate,motorcycle,116.5,63,severe
ACC00123,19.15071731555059,72.92525349190511,2022-03-14,07:05:51,rain,highway,dusk_dawn,low,truck,99.8,64,minor
ACC00124,19.27060971611641,72.99698759787651,2022-09-09,09:16:41,cloudy,rural,dusk_dawn,low,car,59.5,75,minor
ACC00125,19.046824148112517,72.78435845077173,2023-07-13,14:50:50,rain,expressway,night_unlit,low,truck,104.2,96,moderate
ACC00126,18.965608608249394,72.99206455349494,2023-12-29,17:08:47,cloudy,rural,night_unlit,heavy,car,62.7,46,severe
ACC00127,19.036421177467926,73.03027073339835,2023-07-31,12:12:43,clear,highway,dusk_dawn,moderate,truck,101.4,75,moderate
ACC00128,19.106374518690682,72.90493170302058,2022-05-29,09:27:09,cloudy,urban,night_unlit,heavy,car,29.7,56,minor
ACC00129,19.096486003768057,72.90516013390481,2023-07-13,10:44:49,clear,rural,daylight,low,motorcycle,75.2,78,moderate
ACC00130,18.907341789164995,72.91055148589227,2023-04-22,06:49:46,rain,urban,dusk_dawn,heavy,car,78.2,34,severe
ACC00131,19.083573467244182,72.7404982102891,2024-03-11,02:35:07,clear,highway,night_lit,moderate,car,71.7,61,severe
ACC00132,19.104234249520836,72.84787069796396,2022-05-10,22:29:05,cloudy,highway,night_lit,moderate,motorcycle,125.4,78,minor
ACC00133,19.447621105630088,72.84712162013216,2025-07-22,06:23:45,fog,rural,dusk_dawn,moderate,motorcycle,40.5,61,severe
ACC00134,19.35152669169225,72.92750907965303,2023-11-16,07:02:23,cloudy,urban,daylight,heavy,motorcycle,79.7,56,minor
ACC00135,18.942013497416177,73.01997363703654,2023-06-06,19:16:19,clear,expressway,dusk_dawn,low,auto,117.6,81,severe
ACC00136,19.026892495767623,72.71121958770324,2026-01-28,17:12:23,fog,urban,daylight,heavy,car,60.2,42,minor
ACC00137,18.85048369972445,72.85124864545207,2025-05-07,13:03:52,clear,rural,daylight,moderate,motorcycle,137.8,67,fatal
ACC00138,18.981393947905477,73.09221833214885,2022-08-13,16:44:21,rain,highway,night_unlit,moderate,motorcycle,129.1,93,moderate
ACC00139,19.117340750538553,72.75846176567812,2022-08-29,21:21:22,clear,rural,night_lit,heavy,truck,117.8,43,moderate
ACC00140,19.250878043133234,72.74666249740646,2022-01-04,06:30:23,heavy_rain,rural,dusk_dawn,heavy,car,118.6,47,severe
ACC00141,18.960637424338458,72.90034592877468,2024-07-09,09:12:03,clear,urban,dusk_dawn,moderate,motorcycle,32.6,55,moderate
ACC00142,18.97187803398983,72.9966577785728,2023-08-06,19:35:02,clear,highway,daylight,moderate,truck,130.7,83,moderate
ACC00143,18.747906645539203,72.8717139083341,2023-09-08,18:08:24,fog,expressway,dusk_dawn,moderate,motorcycle,126.6,89,moderate
ACC00144,19.045600111918265,73.06934408856556,2024-04-16,23:40:01,cloudy,rural,night_lit,heavy,bus,112.0,57,moderate
ACC00145,18.910637838221067,72.99851909738499,2024-06-04,10:44:45,clear,urban,night_lit,heavy,car,52.6,47,minor
ACC00146,18.99058408589509,72.99627301003352,2022-01-02,21:18:25,clear,urban,night_unlit,heavy,car,25.9,45,moderate
ACC00147,18.938470883274864,72.95311747519862,2022-06-26,11:12:30,clear,expressway,night_unlit,heavy,motorcycle,113.1,100,severe
ACC00148,19.055860616862116,73.21914796505192,2025-07-19,17:46:20,clear,rural,night_lit,moderate,car,87.0,62,minor
ACC00149,18.806340741296506,72.8392257466701,2026-04-15,20:13:45,cloudy,urban,night_unlit,heavy,motorcycle,23.3,36,minor
ACC00150,18.849943213191352,72.56947165619003,2025-10-06,08:10:25,cloudy,urban,night_unlit,low,car,38.2,31,severe
ACC00151,19.389387066804247,73.11063815422757,2026-01-28,08:20:02,fog,highway,daylight,moderate,motorcycle,95.2,97,moderate
ACC00152,18.876886612808896,72.80134508535649,2024-02-01,16:57:29,rain,rural,night_unlit,moderate,bus,68.6,61,moderate
ACC00153,18.905482163231806,72.88618206665146,2025-09-18,19:27:10,fog,rural,dusk_dawn,moderate,auto,32.2,46,minor
ACC00154,19.3455370292482,73.06643260272908,2025-12-19,06:15:35,cloudy,urban,dusk_dawn,moderate,car,33.4,38,moderate
ACC00155,19.50576007538606,72.62966106884116,2026-01-05,19:30:33,cloudy,highway,dusk_dawn,heavy,car,110.8,100,severe
ACC00156,18.8942650056762,72.68225291788409,2022-09-03,11:20:28,cloudy,highway,night_lit,heavy,bus,79.8,94,minor
ACC00157,19.014762656481796,72.62980830943218,2022-08-29,12:39:23,clear,highway,night_lit,heavy,motorcycle,133.8,91,minor
ACC00158,19.121233332641076,72.75087955649619,2023-10-24,11:26:35,clear,expressway,night_lit,heavy,motorcycle,110.6,80,moderate
ACC00159,19.329304646660837,72.93594549090255,2024-04-07,20:35:40,rain,rural,night_lit,heavy,truck,59.4,68,minor
ACC00160,18.921971438235765,72.94862817642192,2026-04-23,07:26:52,rain,urban,dusk_dawn,moderate,motorcycle,77.5,36,fatal
ACC00161,19.033208323108685,72.91144112689929,2023-06-07,15:28:57,clear,highway,dusk_dawn,low,motorcycle,107.9,83,severe
ACC00162,19.186600636409263,72.65808511741615,2025-09-27,07:26:04,cloudy,highway,dusk_dawn,heavy,bus,106.4,63,minor
ACC00163,19.135214911169992,72.5234844845051,2025-12-28,21:23:39,clear,rural,night_lit,low,motorcycle,64.4,49,minor
ACC00164,19.013576589315484,72.87815303780856,2026-05-04,18:57:05,cloudy,highway,night_lit,heavy,truck,114.7,74,minor
ACC00165,19.049926555322592,72.79923359495426,2022-11-08,09:15:25,clear,highway,night_lit,low,bus,114.8,97,severe
ACC00166,18.863765628744503,72.9389078657575,2023-02-02,10:48:44,heavy_rain,expressway,daylight,moderate,motorcycle,63.5,89,moderate
ACC00167,19.0342739384038,72.97529304393319,2022-12-28,11:42:32,cloudy,urban,night_lit,moderate,bus,64.9,47,minor
ACC00168,19.030041876498657,72.89073621480881,2025-04-22,12:31:48,cloudy,rural,night_unlit,heavy,car,122.0,48,severe
ACC00169,19.10482548344394,72.98401996280639,2025-02-01,19:19:54,rain,highway,daylight,heavy,bus,93.9,63,moderate
ACC00170,18.98670091717715,72.90438170611726,2023-10-31,15:29:58,heavy_rain,highway,daylight,low,car,138.0,91,moderate
ACC00171,19.140730778381773,72.94950970584023,2022-05-26,12:50:40,rain,rural,daylight,low,car,67.1,44,minor
ACC00172,19.221907372672973,72.76429901056952,2024-05-05,17:10:40,cloudy,rural,daylight,heavy,truck,58.1,75,moderate
ACC00173,19.09331439915027,72.84305828792529,2025-04-17,13:35:48,clear,rural,daylight,low,bus,109.4,67,moderate
ACC00174,19.12276346125988,72.89951641449855,2024-02-18,07:45:13,rain,urban,night_lit,heavy,truck,62.8,52,moderate
ACC00175,19.07797330213668,72.99307927131262,2023-03-17,07:38:18,rain,highway,dusk_dawn,heavy,truck,120.7,76,fatal
ACC00176,19.070012658963712,72.81093882416631,2024-08-30,10:08:20,storm,urban,night_lit,heavy,auto,65.7,51,minor
ACC00177,18.961766294968573,72.94817508835982,2024-12-21,16:30:44,cloudy,highway,night_unlit,low,motorcycle,75.3,98,moderate
ACC00178,19.117474139250998,72.8301241812127,2024-08-28,07:10:21,rain,highway,daylight,heavy,bus,94.2,67,moderate
ACC00179,19.05540701023798,72.85236867490079,2025-12-04,15:55:08,clear,urban,daylight,heavy,car,41.6,55,moderate
ACC00180,19.38397524633959,72.99442785630362,2023-05-31,09:21:47,clear,highway,daylight,moderate,car,96.9,77,severe
ACC00181,19.306003235371286,72.57104094434189,2024-09-27,17:25:44,clear,highway,night_lit,heavy,car,138.3,93,minor
ACC00182,19.127876982883475,72.67552915078879,2025-11-04,03:51:35,clear,highway,night_lit,low,auto,136.1,76,severe
ACC00183,18.955541418545785,72.64767219038359,2022-12-16,13:25:52,cloudy,highway,night_lit,heavy,car,66.2,94,minor
ACC00184,18.903138279202487,72.51995758202276,2023-04-08,05:11:47,clear,rural,night_unlit,low,motorcycle,49.3,41,severe
ACC00185,19.24867144296333,72.76826033397673,2022-03-22,10:53:54,rain,expressway,night_lit,moderate,car,81.2,86,severe
ACC00186,19.10941238377207,72.98241508495917,2023-09-08,01:38:15,cloudy,highway,night_lit,low,car,65.8,74,minor
ACC00187,19.14202151050874,72.82726739004262,2022-03-15,13:36:06,clear,highway,night_unlit,heavy,motorcycle,75.5,79,severe
ACC00188,18.80831210195387,72.89966851229129,2025-05-10,18:04:20,rain,rural,night_unlit,moderate,car,80.1,45,fatal
ACC00189,19.209115772233726,73.03338262450663,2022-05-26,06:26:49,clear,highway,night_lit,low,bus,95.9,89,moderate
ACC00190,19.138163050732153,73.06915291984016,2025-02-10,18:27:55,clear,rural,daylight,low,bus,67.7,65,minor
ACC00191,18.90343539733783,72.85962930979109,2024-08-10,16:15:06,storm,highway,night_lit,heavy,motorcycle,108.0,72,severe
ACC00192,18.999271278882507,73.07303788343542,2026-06-11,14:33:51,clear,urban,night_unlit,low,motorcycle,79.6,44,fatal
ACC00193,19.10955758065348,72.88381899876512,2023-07-26,16:14:28,clear,highway,night_lit,moderate,bus,125.0,93,minor
ACC00194,19.077870019753437,72.74439026642588,2023-07-21,10:28:49,cloudy,rural,night_lit,moderate,motorcycle,80.8,66,moderate
ACC00195,19.026174322129467,72.7808399471702,2023-02-04,17:48:40,clear,urban,daylight,heavy,car,54.9,37,minor
ACC00196,19.054476759790106,72.64791952311525,2024-06-01,18:44:03,clear,highway,dusk_dawn,moderate,car,67.0,88,minor
ACC00197,19.03220339326897,72.73677992193996,2022-12-27,18:16:29,rain,urban,night_lit,heavy,motorcycle,32.6,41,moderate
ACC00198,19.09288437681537,72.81629749678883,2022-07-06,09:12:05,cloudy,urban,night_unlit,low,motorcycle,60.4,40,severe
ACC00199,19.290723795948974,72.99053775290679,2026-04-07,17:00:20,cloudy,expressway,daylight,moderate,motorcycle,82.5,96,severe
ACC00200,18.685001233860305,73.1281154746749,2025-01-20,07:20:45,heavy_rain,urban,daylight,low,truck,53.2,56,moderate
ACC00201,19.03447246032355,72.66267277269345,2022-07-15,14:01:41,clear,highway,daylight,moderate,motorcycle,108.8,95,moderate
ACC00202,19.09647686320587,72.92892412023899,2024-10-11,00:07:42,cloudy,urban,night_lit,moderate,car,56.5,50,moderate
ACC00203,19.114399098453067,72.71391840912638,2023-05-16,08:58:39,clear,highway,night_lit,moderate,motorcycle,96.8,85,fatal
ACC00204,19.014212812801805,72.94120456326948,2022-10-23,16:51:00,clear,rural,daylight,heavy,truck,26.0,77,minor
ACC00205,18.806491732628213,72.85033700239684,2024-02-14,20:33:34,storm,rural,night_unlit,heavy,car,70.5,79,severe
ACC00206,19.119199322557115,72.59536412612287,2025-07-17,05:46:29,rain,highway,night_lit,moderate,car,84.7,95,minor
ACC00207,19.32910253212463,73.00924454873528,2022-01-01,15:29:31,clear,urban,night_lit,moderate,truck,36.0,55,severe
ACC00208,18.839920789262578,72.7792498930787,2023-08-07,16:36:12,cloudy,urban,dusk_dawn,heavy,motorcycle,55.1,39,severe
ACC00209,19.199574202054727,72.78991496424398,2026-02-21,21:55:42,clear,highway,night_lit,heavy,car,74.2,83,severe
ACC00210,19.020721216531566,72.70953713830654,2023-10-10,17:04:36,rain,urban,daylight,low,motorcycle,24.5,38,minor
ACC00211,19.060801348125672,72.77185750849686,2022-06-12,07:21:24,clear,urban,dusk_dawn,moderate,motorcycle,68.9,56,minor
ACC00212,18.912065223394407,72.93418356610424,2023-12-05,07:07:03,heavy_rain,urban,night_lit,moderate,car,56.3,52,severe
ACC00213,19.019831574146618,72.84161334885954,2025-01-25,16:47:04,clear,urban,daylight,moderate,truck,59.8,31,moderate
ACC00214,19.265006689204846,72.91929930034237,2026-06-24,08:49:21,clear,urban,daylight,moderate,motorcycle,54.6,49,moderate
ACC00215,19.157398286298157,72.92428827808934,2024-10-29,21:43:32,fog,rural,night_unlit,low,car,126.3,75,severe
ACC00216,19.32984674081149,73.06809924832923,2022-03-24,21:36:59,heavy_rain,urban,night_lit,low,bus,79.2,30,minor
ACC00217,19.246611783346655,72.81858207737035,2025-08-21,21:28:43,clear,rural,night_unlit,heavy,motorcycle,119.9,74,severe
ACC00218,19.135863001839436,72.64847132747315,2025-07-04,09:01:29,cloudy,urban,night_lit,low,auto,25.0,32,moderate
ACC00219,19.33159017892517,73.0300833624858,2024-12-05,17:46:17,heavy_rain,urban,daylight,moderate,car,48.1,32,fatal
ACC00220,19.135848973810745,72.82027677418542,2026-01-12,17:53:10,rain,highway,daylight,moderate,motorcycle,116.7,78,moderate
ACC00221,13.137188866686607,77.61847650892562,2025-06-17,03:57:08,cloudy,urban,night_lit,moderate,truck,60.3,31,fatal
ACC00222,13.02750656697737,77.37177662721133,2023-01-17,09:20:04,rain,urban,daylight,moderate,bus,56.1,44,minor
